x,Erfc,TS30,DTS (Fitted)
2.28,0.988696,0.988696,0.98869,
2.29,0.988989,0.988989,0.988983,
2.3,0.989276,0.989276,0.989268,
2.31,0.989556,0.989556,0.989548,
2.32,0.98983,0.98983,0.98982,
2.33,0.990097,0.990097,0.990087,
2.34,0.990358,0.990358,0.990347,
2.35,0.990613,0.990613,0.9906,
2.36,0.990863,0.990863,0.990848,
2.37,0.991106,0.991106,0.99109,
2.38,0.991344,0.991344,0.991326,
2.39,0.991576,0.991576,0.99158,
2.4,0.991802,0.991802,0.991807,
2.41,0.992024,0.992024,0.992029,
2.42,0.99224,0.99224,0.992245,
2.43,0.992451,0.992451,0.992457,
2.44,0.992656,0.992656,0.992663,
2.45,0.992857,0.992857,0.992865,
2.46,0.993053,0.993053,0.993062,
2.47,0.993244,0.993244,0.993254,
2.48,0.993431,0.993431,0.993442,
2.49,0.993613,0.993613,0.993625,
2.5,0.99379,0.99379,0.993804,
2.51,0.993963,0.993963,0.993978,
2.52,0.994132,0.994132,0.994149,
2.53,0.994297,0.994297,0.994293,
2.54,0.994457,0.994457,0.994453,
2.55,0.994614,0.994614,0.994609,
2.56,0.994766,0.994766,0.994761,
2.57,0.994915,0.994915,0.994909,
2.58,0.99506,0.99506,0.995053,
2.59,0.995201,0.995201,0.995194,
2.6,0.995339,0.995339,0.99533,
2.61,0.995473,0.995473,0.995463,
2.62,0.995604,0.995604,0.995593,
2.63,0.995731,0.995731,0.995719,
2.64,0.995855,0.995855,0.995841,
2.65,0.995975,0.995975,0.995961,
2.66,0.996093,0.996093,0.996097,
2.67,0.996207,0.996207,0.996212,
2.68,0.996319,0.996319,0.996324,
2.69,0.996427,0.996427,0.996433,
2.7,0.996533,0.996533,0.996539,
2.71,0.996636,0.996636,0.996642,
2.72,0.996736,0.996736,0.996743,
2.73,0.996833,0.996833,0.996841,
2.74,0.996928,0.996928,0.996937,
2.75,0.99702,0.99702,0.99703,
2.76,0.99711,0.99711,0.997121,
2.77,0.997197,0.997197,0.99721,
2.78,0.997282,0.997282,0.997296,
2.79,0.997365,0.997365,0.997361,
2.8,0.997445,0.997445,0.997441,
2.81,0.997523,0.997523,0.997518,
2.82,0.997599,0.997599,0.997594,
2.83,0.997673,0.997673,0.997667,
2.84,0.997744,0.997744,0.997738,
2.85,0.997814,0.997814,0.997807,
2.86,0.997882,0.997882,0.997874,
2.87,0.997948,0.997948,0.997938,
2.88,0.998012,0.998012,0.998001,
2.89,0.998074,0.998074,0.998062,
2.9,0.998134,0.998134,0.998121,
2.91,0.998193,0.998193,0.998178,
2.92,0.99825,0.99825,0.998254,
2.93,0.998305,0.998305,0.99831,
2.94,0.998359,0.998359,0.998364,
2.95,0.998411,0.998411,0.998417,
2.96,0.998462,0.998462,0.998468,
2.97,0.998511,0.998511,0.998518,
2.98,0.998559,0.998559,0.998567,
2.99,0.998605,0.998605,0.998614,
3,0.99865,0.99865,0.99866,
3.01,0.998694,0.998694,0.998705,
3.02,0.998736,0.998736,0.998749,
3.03,0.998777,0.998777,0.998791,
3.04,0.998817,0.998817,0.998833,
3.05,0.998856,0.998856,0.998851,
3.06,0.998893,0.998893,0.998888,
3.07,0.99893,0.99893,0.998924,
3.08,0.998965,0.998965,0.998959,
3.09,0.998999,0.998999,0.998992,
3.1,0.999032,0.999032,0.999025,
3.11,0.999065,0.999065,0.999056,
3.12,0.999096,0.999096,0.999086,
3.13,0.999126,0.999126,0.999115,
3.14,0.999155,0.999155,0.999143,
3.15,0.999184,0.999184,0.99917,
3.16,0.999211,0.999211,0.999195,
3.17,0.999238,0.999238,0.999242,
3.18,0.999264,0.999264,0.999269,
3.19,0.999289,0.999289,0.999294,
3.2,0.999313,0.999313,0.999319,
3.21,0.999336,0.999336,0.999344,
3.22,0.999359,0.999359,0.999367,
3.23,0.999381,0.999381,0.99939,
3.24,0.999402,0.999402,0.999413,
3.25,0.999423,0.999423,0.999435,
3.26,0.999443,0.999443,0.999456,
3.27,0.999462,0.999462,0.999477,
3.28,0.999481,0.999481,0.999477,
3.29,0.999499,0.999499,0.999494,
3.3,0.999517,0.999517,0.999511,
3.31,0.999534,0.999534,0.999527,
3.32,0.99955,0.99955,0.999543,
3.33,0.999566,0.999566,0.999558,
3.34,0.999581,0.999581,0.999572,
3.35,0.999596,0.999596,0.999586,
3.36,0.99961,0.99961,0.999599,
3.37,0.999624,0.999624,0.999611,
3.38,0.999638,0.999638,0.999623,
3.39,0.999651,0.999651,0.999634,
3.4,0.999663,0.999663,0.999668,
3.41,0.999675,0.999675,0.999681,
3.42,0.999687,0.999687,0.999693,
3.43,0.999698,0.999698,0.999705,
3.44,0.999709,0.999709,0.999717,
3.45,0.99972,0.99972,0.999729,
3.46,0.99973,0.99973,0.99974,
3.47,0.99974,0.99974,0.999752,
3.48,0.999749,0.999749,0.999763,
3.49,0.999758,0.999758,0.999773,
3.5,0.999767,0.999767,0.999784,
3.51,0.999776,0.999776,0.999771,
3.52,0.999784,0.999784,0.999778,
3.53,0.999792,0.999792,0.999786,
3.54,0.9998,0.9998,0.999792,
3.55,0.999807,0.999807,0.999799,
3.56,0.999815,0.999815,0.999805,
3.57,0.999822,0.999822,0.999811,
3.58,0.999828,0.999828,0.999816,
3.59,0.999835,0.999835,0.999821,
3.6,0.999841,0.999841,0.999825,
3.61,0.999847,0.999847,0.999829,
3.62,0.999853,0.999853,0.999858,
3.63,0.999858,0.999858,0.999865,
3.64,0.999864,0.999864,0.999871,
3.65,0.999869,0.999869,0.999877,
3.66,0.999874,0.999874,0.999883,
3.67,0.999879,0.999879,0.999889,
3.68,0.999883,0.999883,0.999895,
3.69,0.999888,0.999888,0.999902,
3.7,0.999892,0.999892,0.999908,
3.71,0.999896,0.999896,0.999914,
3.72,0.9999,0.9999,0.999895,
3.73,0.999904,0.999904,0.999898,
3.74,0.999908,0.999908,0.999901,
3.75,0.999912,0.999912,0.999903,
3.76,0.999915,0.999915,0.999906,
3.77,0.999918,0.999918,0.999908,
3.78,0.999922,0.999922,0.999909,
3.79,0.999925,0.999925,0.999911,
3.8,0.999928,0.999928,0.999912,
3.81,0.999931,0.999931,0.999913,
3.82,0.999933,0.999933,0.999913,
3.83,0.999936,0.999936,0.999942,
3.84,0.999938,0.999938,0.999946,
3.85,0.999941,0.999941,0.999949,
3.86,0.999943,0.999943,0.999953,
3.87,0.999946,0.999946,0.999957,
3.88,0.999948,0.999948,0.99996,
3.89,0.99995,0.99995,0.999964,
3.9,0.999952,0.999952,0.999968,
3.91,0.999954,0.999954,0.999972,
3.92,0.999956,0.999956,0.999977,
3.93,0.999958,0.999958,0.999951,
3.94,0.999959,0.999959,0.999951,
3.95,0.999961,0.999961,0.999952,
3.96,0.999963,0.999963,0.999952,
3.97,0.999964,0.999964,0.999952,
3.98,0.999966,0.999966,0.999952,
3.99,0.999967,0.999967,0.999952,
4,0.999968,0.999968,0.999951,
